Lead_Origin,Lead Source,Converted,Total_Visits,Total_Time_Website,Page_Views_Per_Visit,Last_Activity,Current_Occupation,Lead_Quality,Activity_Index,Profile_Index,Free_Copy
Landing Page Submission,Direct Traffic,0,10,1634,5,Olark Chat Conversation,Unemployed,1,2,3,No
Landing Page Submission,Direct Traffic,0,5,1145,5,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,1,9,1475,3,Email Opened,Unemployed,5,2,3,Yes
Landing Page Submission,Direct Traffic,1,2,707,2,SMS Sent,Unemployed,5,2,3,Yes
Landing Page Submission,Google,1,5,967,2.5,Email Opened,Unemployed,5,2,2,No
Landing Page Submission,Direct Traffic,0,11,3,1.22,Page Visited on Website,Unemployed,1,1,2,Yes
Landing Page Submission,Direct Traffic,0,3,200,1.5,Email Opened,Unemployed,1,2,3,Yes
Landing Page Submission,Google,0,7,1098,2.33,Others,Unemployed,3,2,3,No
API,Direct Traffic,1,11,1411,1.38,Email Opened,Working Professional,3,2,2,No
API,Google,1,6,1016,3,Olark Chat Conversation,Working Professional,2,2,3,Yes
Lead Add Form,Reference,1,7,1052,2.33,Email Opened,Unemployed,5,2,3,No
API,Organic Search,1,6,1181,2,SMS Sent,Other,4,2,2,No
Lead Add Form,Reference,0,0,0,0,SMS Sent,Working Professional,2,1,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,1,71,1,Others,Unemployed,4,1,3,Yes
Landing Page Submission,Direct Traffic,0,4,217,4,Email Opened,Unemployed,1,2,3,Yes
Landing Page Submission,Direct Traffic,0,1,157,1,Others,Unemployed,1,2,2,No
API,Olark Chat,0,3,738,1.5,Others,Unemployed,1,1,1,Yes
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,4,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,3,206,1.5,Email Opened,Other,4,2,3,Yes
Landing Page Submission,Organic Search,0,2,54,2,Others,Unemployed,3,2,3,No
Landing Page Submission,Organic Search,1,6,1171,2,Email Opened,Unemployed,5,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,7,2,Email Opened,Unemployed,1,2,2,Yes
Landing Page Submission,Direct Traffic,0,2,187,2,SMS Sent,Unemployed,4,1,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,2,143,2,Page Visited on Website,Unemployed,1,1,3,Yes
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,5,3,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,3,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,5,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,5,3,2,No
Landing Page Submission,Direct Traffic,0,2,1669,2,SMS Sent,Unemployed,3,2,2,Yes
API,Olark Chat,1,9,932,3,Email Opened,Unemployed,3,3,2,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,1,5,1184,5,SMS Sent,Unemployed,4,2,2,Yes
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Direct Traffic,1,13,724,2.17,Email Opened,Working Professional,2,3,2,No
API,Olark Chat,0,4,416,2,Page Visited on Website,Unemployed,3,1,2,No
Landing Page Submission,Google,1,6,969,2,Email Opened,Unemployed,4,2,3,No
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Others,Working Professional,2,1,2,No
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,1,9,1233,4.5,Email Opened,Unemployed,3,2,2,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,10,155,5,Page Visited on Website,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,2,5,2,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,1,2,84,2,SMS Sent,Unemployed,5,2,2,Yes
Landing Page Submission,Google,0,5,459,5,Email Opened,Other,3,2,3,No
Landing Page Submission,Direct Traffic,1,2,1534,2,SMS Sent,Working Professional,4,2,2,Yes
API,Olark Chat,0,4,10,2,Others,Unemployed,4,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,3,2,No
API,Olark Chat,1,2,662,1,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Organic Search,0,20,1494,6.67,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,16,1996,4,Page Visited on Website,Unemployed,3,2,3,Yes
Landing Page Submission,Google,1,4,887,4,Email Opened,Unemployed,5,2,3,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,1,2,2,No
API,Olark Chat,1,10,1290,2,SMS Sent,Unemployed,5,2,2,Yes
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,463,2,SMS Sent,Unemployed,3,2,2,Yes
API,Google,0,2,217,2,Email Opened,Unemployed,3,1,2,No
API,Olark Chat,1,0,0,0,Others,Unemployed,2,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,2,3,2,No
Landing Page Submission,Direct Traffic,0,2,219,2,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,1,3,692,3,SMS Sent,Unemployed,5,2,3,Yes
API,Olark Chat,0,3,1599,1.5,Others,Unemployed,3,1,2,No
Landing Page Submission,Direct Traffic,0,3,341,3,Email Opened,Unemployed,3,2,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,1,3,2,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,2,2,2,No
API,Olark Chat,0,0,0,0,Others,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,4,73,4,SMS Sent,Unemployed,3,2,3,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,5,1295,5,Email Opened,Other,2,1,3,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Others,Unemployed,3,2,2,No
Landing Page Submission,Google,1,4,752,4,Email Opened,Working Professional,2,1,2,No
API,Olark Chat,0,0,0,0,Email Opened,Working Professional,1,2,2,No
API,Google,1,10,932,2.5,Page Visited on Website,Unemployed,3,3,2,No
Landing Page Submission,Google,1,4,1529,4,Email Opened,Unemployed,2,1,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,5,2,3,No
Landing Page Submission,Google,0,4,228,4,Page Visited on Website,Unemployed,3,1,3,No
Landing Page Submission,Google,1,4,1098,4,Email Opened,Unemployed,2,2,3,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,1,2,No
Landing Page Submission,Direct Traffic,0,5,124,2.5,Page Visited on Website,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,1,419,1,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,1,2,861,2,Email Opened,Other,2,2,2,Yes
Lead Add Form,Reference,1,1,938,1,Email Opened,Working Professional,5,2,3,No
Landing Page Submission,Direct Traffic,0,2,1107,2,Email Opened,Working Professional,3,2,2,Yes
Landing Page Submission,Google,0,5,98,2.5,Others,Unemployed,3,1,2,No
Landing Page Submission,Google,1,3,1839,3,Email Opened,Working Professional,5,1,3,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,4,60,2,Page Visited on Website,Unemployed,1,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,150,2,SMS Sent,Unemployed,4,1,3,No
Landing Page Submission,Google,0,5,497,5,Others,Unemployed,1,1,2,Yes
API,Olark Chat,1,0,0,0,Olark Chat Conversation,Unemployed,4,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,4,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Working Professional,4,3,2,No
Landing Page Submission,Google,0,5,132,5,SMS Sent,Unemployed,3,2,3,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,3,2,No
Landing Page Submission,Direct Traffic,1,5,1457,1.67,SMS Sent,Unemployed,2,2,2,Yes
Landing Page Submission,Direct Traffic,1,7,1762,1.4,Olark Chat Conversation,Other,4,1,3,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Working Professional,4,3,2,No
Landing Page Submission,Direct Traffic,1,2,1153,2,SMS Sent,Unemployed,5,2,3,No
Landing Page Submission,Direct Traffic,0,2,207,2,Email Opened,Unemployed,1,2,2,Yes
Landing Page Submission,Direct Traffic,0,1,24,1,Others,Unemployed,3,3,3,Yes
Landing Page Submission,Direct Traffic,0,2,227,2,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,4,1256,4,SMS Sent,Working Professional,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,7,423,7,SMS Sent,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,413,2,SMS Sent,Unemployed,3,2,2,Yes
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,5,2,2,No
Landing Page Submission,Direct Traffic,0,2,423,2,Email Opened,Unemployed,3,3,3,Yes
API,Olark Chat,0,0,0,0,Others,Unemployed,3,2,2,No
Landing Page Submission,Google,0,4,35,4,Email Opened,Unemployed,3,3,2,No
API,Direct Traffic,1,5,209,5,SMS Sent,Unemployed,5,2,2,No
Landing Page Submission,Google,0,4,89,2,Others,Unemployed,4,1,3,No
Landing Page Submission,Google,1,3,1141,3,Email Opened,Unemployed,5,2,3,No
Landing Page Submission,Direct Traffic,0,6,277,2,Page Visited on Website,Unemployed,1,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,16,2,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Organic Search,1,9,945,3,SMS Sent,Working Professional,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,65,2,Page Visited on Website,Unemployed,1,3,3,Yes
Landing Page Submission,Direct Traffic,0,4,6,4,Email Opened,Unemployed,3,2,3,Yes
API,Olark Chat,1,3,1083,1.5,SMS Sent,Working Professional,4,2,2,Yes
Landing Page Submission,Direct Traffic,0,7,43,3.5,Others,Unemployed,3,2,2,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Other,2,2,2,No
Lead Add Form,Others,1,1,967,1,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Organic Search,1,3,181,3,SMS Sent,Unemployed,3,1,3,Yes
Landing Page Submission,Direct Traffic,1,5,282,1.67,SMS Sent,Unemployed,4,2,3,No
API,Google,0,2,489,1,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Google,0,3,358,3,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,20,56,1.54,Others,Unemployed,1,3,3,Yes
API,Google,1,2,987,1,Email Opened,Working Professional,2,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,1,2,No
API,Olark Chat,1,0,0,0,Olark Chat Conversation,Unemployed,5,3,2,No
Landing Page Submission,Google,0,1,132,1,Others,Unemployed,3,2,3,No
Lead Add Form,Others,1,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,1,7,144,7,Page Visited on Website,Unemployed,3,2,3,Yes
Landing Page Submission,Google,0,17,642,2.13,Page Visited on Website,Unemployed,2,2,3,No
Landing Page Submission,Direct Traffic,0,3,979,1.5,SMS Sent,Unemployed,3,2,2,Yes
API,Google,1,4,952,1,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Google,1,3,1199,3,SMS Sent,Unemployed,4,2,3,No
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,8,106,8,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,8,813,4,Email Opened,Unemployed,3,2,3,Yes
API,Organic Search,0,3,452,3,Email Opened,Unemployed,3,2,2,No
API,Google,0,4,55,2,SMS Sent,Unemployed,3,2,2,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,5,2,3,No
Landing Page Submission,Direct Traffic,0,1,28,1,Others,Unemployed,3,2,3,No
Landing Page Submission,Google,0,4,370,4,Others,Unemployed,1,2,2,No
Landing Page Submission,Direct Traffic,0,3,372,3,SMS Sent,Unemployed,3,2,3,Yes
API,Organic Search,1,2,61,2,SMS Sent,Unemployed,3,1,2,No
API,Direct Traffic,0,3,563,3,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Other,1,3,2,No
API,Google,0,2,69,2,Olark Chat Conversation,Other,1,2,2,No
Landing Page Submission,Direct Traffic,0,5,149,5,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,7,74,3.5,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,5,198,5,Others,Unemployed,1,3,2,Yes
Landing Page Submission,Organic Search,0,7,319,7,SMS Sent,Unemployed,3,2,2,Yes
API,Organic Search,0,3,306,3,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,438,2,Email Opened,Unemployed,1,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,362,2,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,2,389,2,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,3,471,3,Email Opened,Unemployed,3,2,3,Yes
API,Google,0,1,95,1,Others,Unemployed,2,2,2,No
API,Olark Chat,0,4,358,1.33,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,1,1385,1,Others,Unemployed,2,2,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,3,1486,3,Email Opened,Unemployed,5,2,3,Yes
Landing Page Submission,Organic Search,0,4,192,4,SMS Sent,Unemployed,3,2,3,Yes
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,2,3,2,No
Landing Page Submission,Direct Traffic,0,5,3,5,SMS Sent,Unemployed,4,2,3,Yes
API,Google,0,4,158,4,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,3,2,No
Landing Page Submission,Direct Traffic,0,3,372,3,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,15,77,2.14,Page Visited on Website,Unemployed,1,3,2,Yes
Landing Page Submission,Organic Search,0,15,239,3.75,Page Visited on Website,Unemployed,3,3,2,Yes
API,Olark Chat,0,0,0,0,Email Opened,Other,1,3,2,No
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,2,134,2,SMS Sent,Unemployed,4,2,3,Yes
API,Olark Chat,1,2,273,2,Email Opened,Unemployed,5,2,2,Yes
Landing Page Submission,Direct Traffic,1,5,1290,1.67,Page Visited on Website,Unemployed,5,2,3,No
Landing Page Submission,Direct Traffic,1,2,890,2,Email Opened,Working Professional,2,2,3,Yes
API,Google,0,2,291,1,Email Opened,Unemployed,3,3,2,No
API,Olark Chat,0,0,0,0,Email Opened,Other,1,3,2,No
Landing Page Submission,Google,0,4,74,4,Others,Unemployed,1,1,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Other,1,3,2,No
Landing Page Submission,Direct Traffic,0,2,1601,2,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Google,1,10,575,3.33,Email Opened,Unemployed,5,2,3,No
API,Organic Search,1,4,1823,4,SMS Sent,Working Professional,4,2,2,No
Landing Page Submission,Direct Traffic,1,27,212,2.45,Page Visited on Website,Unemployed,4,3,3,Yes
API,Google,0,5,164,2.5,Email Opened,Unemployed,3,1,2,No
API,Google,1,3,1563,1.5,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,1,8,311,4,SMS Sent,Unemployed,4,2,2,Yes
API,Google,0,2,30,2,Others,Other,4,2,2,No
Landing Page Submission,Organic Search,1,4,1866,4,Others,Unemployed,5,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,339,2,Email Opened,Other,1,3,3,Yes
Landing Page Submission,Google,0,4,173,4,Olark Chat Conversation,Unemployed,3,2,3,No
Landing Page Submission,Google,1,2,1277,2,SMS Sent,Unemployed,4,2,2,No
API,Google,1,2,1881,2,Email Opened,Unemployed,2,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,3,2,No
Landing Page Submission,Google,1,6,1104,6,SMS Sent,Unemployed,3,2,2,Yes
Landing Page Submission,Others,0,6,358,6,Page Visited on Website,Unemployed,1,3,2,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,3,2,No
API,Google,1,2,15,1,Email Opened,Unemployed,3,3,2,No
API,Google,0,2,1627,2,Olark Chat Conversation,Unemployed,3,2,2,No
API,Google,1,5,1374,2.5,SMS Sent,Unemployed,3,2,2,No
API,Google,0,2,871,2,Page Visited on Website,Unemployed,3,1,2,No
Landing Page Submission,Direct Traffic,1,5,933,5,SMS Sent,Working Professional,4,2,2,Yes
Landing Page Submission,Direct Traffic,1,1,396,1,Others,Working Professional,2,2,3,Yes
API,Olark Chat,1,2,1062,1,SMS Sent,Unemployed,5,2,3,No
Landing Page Submission,Google,1,6,798,6,Email Opened,Unemployed,5,3,3,No
Landing Page Submission,Organic Search,1,3,1090,3,SMS Sent,Working Professional,4,3,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,5,2,2,No
Landing Page Submission,Google,1,4,1285,4,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,6,86,6,Email Opened,Unemployed,5,2,3,Yes
API,Organic Search,0,5,193,5,Email Opened,Unemployed,5,2,2,No
Landing Page Submission,Direct Traffic,0,2,133,2,Email Opened,Unemployed,3,3,2,Yes
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,9,414,9,SMS Sent,Unemployed,3,2,2,Yes
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,5,1224,5,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,1,10,1798,5,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Organic Search,1,5,1722,5,SMS Sent,Working Professional,4,2,3,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,2,1386,2,SMS Sent,Unemployed,5,2,3,Yes
Landing Page Submission,Organic Search,0,4,188,4,SMS Sent,Unemployed,3,2,3,No
API,Google,0,2,128,1,Olark Chat Conversation,Unemployed,1,2,2,No
API,Google,1,2,1136,2,SMS Sent,Unemployed,5,2,3,No
Landing Page Submission,Google,0,7,20,2.33,Page Visited on Website,Unemployed,4,1,3,Yes
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,3,2,3,No
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,5,2,3,No
Landing Page Submission,Organic Search,0,8,191,4,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,4,54,4,SMS Sent,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,127,2,Email Opened,Unemployed,3,3,2,No
Landing Page Submission,Direct Traffic,1,11,1049,2.2,SMS Sent,Unemployed,4,2,3,No
API,Google,0,2,86,1,Olark Chat Conversation,Unemployed,1,3,2,No
API,Google,1,10,1618,2,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Google,1,5,1335,5,SMS Sent,Unemployed,2,2,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,1,3,2,No
API,Google,1,2,1319,2,Email Opened,Unemployed,5,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,4,2,2,No
API,Organic Search,0,7,159,7,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Working Professional,2,2,2,No
Landing Page Submission,Google,1,6,1522,3,SMS Sent,Working Professional,4,2,3,No
Landing Page Submission,Organic Search,1,6,36,3,SMS Sent,Unemployed,5,2,3,Yes
Landing Page Submission,Google,1,4,117,4,SMS Sent,Unemployed,4,1,3,No
API,Organic Search,1,9,1018,3,Page Visited on Website,Working Professional,4,2,2,No
Landing Page Submission,Direct Traffic,0,2,155,2,Page Visited on Website,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,1,3,77,3,SMS Sent,Working Professional,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,1,343,1,Others,Unemployed,4,3,3,Yes
Landing Page Submission,Direct Traffic,1,3,755,3,Email Opened,Unemployed,2,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,1392,2,Page Visited on Website,Unemployed,1,3,3,Yes
API,Organic Search,1,7,248,7,Email Opened,Working Professional,2,2,2,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,3,2,No
Landing Page Submission,Direct Traffic,0,2,233,2,SMS Sent,Unemployed,3,2,3,Yes
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,3,813,1.5,SMS Sent,Unemployed,2,2,3,Yes
Landing Page Submission,Organic Search,1,7,1585,1.4,Others,Unemployed,3,2,2,Yes
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,4,3,2,No
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Google,0,4,13,4,SMS Sent,Unemployed,3,2,3,No
API,Organic Search,1,3,1622,3,Email Opened,Working Professional,2,3,2,No
Landing Page Submission,Direct Traffic,0,4,395,1.33,Email Opened,Working Professional,4,2,3,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,5,2,2,No
API,Olark Chat,0,2,298,2,Olark Chat Conversation,Unemployed,3,2,2,Yes
Lead Add Form,Others,1,0,0,0,Others,Unemployed,4,2,2,No
Landing Page Submission,Google,1,4,665,4,SMS Sent,Unemployed,5,2,3,No
Landing Page Submission,Google,0,3,952,3,SMS Sent,Unemployed,3,1,2,No
Landing Page Submission,Direct Traffic,0,3,50,3,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,0,2,418,2,Others,Other,1,2,3,Yes
Landing Page Submission,Direct Traffic,1,5,1978,5,Email Opened,Unemployed,5,2,3,Yes
Lead Add Form,Reference,1,27,350,5.4,Email Opened,Unemployed,5,2,3,No
Landing Page Submission,Google,0,2,1410,2,Email Opened,Unemployed,1,2,2,No
Landing Page Submission,Direct Traffic,1,4,475,4,SMS Sent,Unemployed,4,2,3,Yes
API,Olark Chat,0,4,77,2,Page Visited on Website,Other,1,2,2,No
Landing Page Submission,Direct Traffic,0,1,300,1,Others,Unemployed,4,3,3,Yes
Landing Page Submission,Google,0,2,599,2,Email Opened,Unemployed,3,2,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,1,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Other,1,2,2,No
Landing Page Submission,Organic Search,1,9,846,9,SMS Sent,Unemployed,5,3,2,Yes
API,Organic Search,1,23,1295,3.29,Email Opened,Unemployed,3,3,1,No
